county,state_name,month,days_of_rain,lowCelsius
St Joseph,Indiana,January,9,-8
St Joseph,Indiana,February,8,-7
St Joseph,Indiana,March,8,-2
St Joseph,Indiana,April,9,4
St Joseph,Indiana,septiembre,7,12
St Joseph,Indiana,October,8,6
St Joseph,Indiana,November,9,1
St Joseph,Indiana,December,9,-5
Tippecanoe,Indiana,May,9,11
Tippecanoe,Indiana,June,8,16
Tippecanoe,Indiana,July,7,17
Tippecanoe,Indiana,August,7,16
Tippecanoe,Indiana,January,6,-9
Tippecanoe,Indiana,February,6,-7
Tippecanoe,Indiana,March,7,-1
Tippecanoe,Indiana,April,8,4
Tippecanoe,Indiana,septiembre,6,12
Tippecanoe,Indiana,October,7,6
Tippecanoe,Indiana,November,7,0
Tippecanoe,Indiana,December,7,-6
Vanderburgh,Indiana,May,9,13
Vanderburgh,Indiana,June,7,18
Vanderburgh,Indiana,July,7,20
Vanderburgh,Indiana,August,5,19
Vanderburgh,Indiana,January,7,-5
Vanderburgh,Indiana,February,6,-3
Vanderburgh,Indiana,March,9,2
Vanderburgh,Indiana,April,8,7
Vanderburgh,Indiana,septiembre,5,15
Vanderburgh,Indiana,October,6,8
Vanderburgh,Indiana,November,7,3
Vanderburgh,Indiana,December,8,-2
Vigo,Indiana,May,9,12
Vigo,Indiana,June,8,16
Vigo,Indiana,July,8,18
Vigo,Indiana,August,6,17
Vigo,Indiana,January,7,-8
Vigo,Indiana,February,6,-6
Vigo,Indiana,March,8,0
Vigo,Indiana,April,9,6
Vigo,Indiana,septiembre,6,13
Vigo,Indiana,October,6,6
Vigo,Indiana,November,7,1
Vigo,Indiana,December,7,-5
Wayne,Indiana,May,10,10
Wayne,Indiana,June,9,15
Wayne,Indiana,July,7,17
Wayne,Indiana,August,6,16
Wayne,Indiana,January,8,-8
Wayne,Indiana,February,7,-6
Wayne,Indiana,March,8,-1
Wayne,Indiana,April,9,4
Wayne,Indiana,septiembre,6,12
Wayne,Indiana,October,7,6
Wayne,Indiana,November,7,0
Wayne,Indiana,December,8,-5
Black Hawk,Iowa,May,9,9
Black Hawk,Iowa,June,8,15
Black Hawk,Iowa,July,7,17
Black Hawk,Iowa,August,6,15
Black Hawk,Iowa,January,4,-14
Black Hawk,Iowa,February,4,-11
Black Hawk,Iowa,March,6,-4
Black Hawk,Iowa,April,8,3
Black Hawk,Iowa,septiembre,6,10
Black Hawk,Iowa,October,6,4
Black Hawk,Iowa,November,5,-3
Black Hawk,Iowa,December,5,-10
Dallas,Iowa,May,10,11
Dallas,Iowa,June,9,16
Dallas,Iowa,July,6,19
Dallas,Iowa,August,7,17
Dallas,Iowa,January,4,-11
Dallas,Iowa,February,5,-9
Dallas,Iowa,March,6,-2
Dallas,Iowa,April,8,4
Dallas,Iowa,septiembre,6,13
Dallas,Iowa,October,6,6
Dallas,Iowa,November,4,-1
Dallas,Iowa,December,5,-8
Dubuque,Iowa,May,9,9
Dubuque,Iowa,June,8,15
Dubuque,Iowa,July,7,17
Dubuque,Iowa,August,7,16
Dubuque,Iowa,January,5,-12
Dubuque,Iowa,February,5,-10
Dubuque,Iowa,March,7,-3
Dubuque,Iowa,April,9,3
Dubuque,Iowa,septiembre,7,11
Dubuque,Iowa,October,6,5
Dubuque,Iowa,November,6,-2
Dubuque,Iowa,December,6,-9
Johnson,Iowa,May,8,11
Johnson,Iowa,June,9,16
Johnson,Iowa,July,6,18
Johnson,Iowa,August,6,17
Johnson,Iowa,January,3,-10
Johnson,Iowa,February,4,-8
Johnson,Iowa,March,6,-2
Johnson,Iowa,April,8,4
Johnson,Iowa,septiembre,5,12
Johnson,Iowa,October,6,5
Johnson,Iowa,November,5,-1
Johnson,Iowa,December,4,-7
Linn,Iowa,May,9,10
Linn,Iowa,June,9,16
Linn,Iowa,July,7,18
Linn,Iowa,August,7,17
Linn,Iowa,January,4,-11
Linn,Iowa,February,4,-9
Linn,Iowa,March,6,-2
Linn,Iowa,April,8,4
Linn,Iowa,septiembre,6,12
Linn,Iowa,October,6,6
Linn,Iowa,November,6,-1
Linn,Iowa,December,5,-8
Polk,Iowa,May,9,11
Polk,Iowa,June,8,16
Polk,Iowa,July,7,19
Polk,Iowa,August,7,18
Polk,Iowa,January,3,-9
Polk,Iowa,February,3,-7
Polk,Iowa,March,5,-1
Polk,Iowa,April,7,5
Polk,Iowa,septiembre,6,13
Polk,Iowa,October,6,6
Polk,Iowa,November,5,0
Polk,Iowa,December,4,-7
Pottawattamie,Iowa,May,10,10
Pottawattamie,Iowa,June,8,15
Pottawattamie,Iowa,July,6,18
Pottawattamie,Iowa,August,6,16
Pottawattamie,Iowa,January,3,-12
Pottawattamie,Iowa,February,3,-9
Pottawattamie,Iowa,March,5,-3
Pottawattamie,Iowa,April,8,3
Pottawattamie,Iowa,septiembre,6,11
Pottawattamie,Iowa,October,5,4
Pottawattamie,Iowa,November,4,-3
Pottawattamie,Iowa,December,3,-9
Scott,Iowa,May,9,10
Scott,Iowa,June,9,16
Scott,Iowa,July,6,17
Scott,Iowa,August,7,16
Scott,Iowa,January,4,-10
Scott,Iowa,February,4,-8
Scott,Iowa,March,6,-2
Scott,Iowa,April,8,4
Scott,Iowa,septiembre,5,11
Scott,Iowa,October,6,5
Scott,Iowa,November,5,-1
Scott,Iowa,December,5,-7
Story,Iowa,May,10,10
Story,Iowa,June,9,16
Story,Iowa,July,7,17
Story,Iowa,August,8,16
Story,Iowa,January,2,-11
Story,Iowa,February,3,-9
Story,Iowa,March,5,-3
Story,Iowa,April,8,4
Story,Iowa,septiembre,5,11
Story,Iowa,October,7,4
Story,Iowa,November,4,-2
Story,Iowa,December,3,-9
Woodbury,Iowa,May,9,9
Woodbury,Iowa,June,8,15
Woodbury,Iowa,July,6,17
Woodbury,Iowa,August,6,16
Woodbury,Iowa,January,2,-12
Woodbury,Iowa,February,3,-10
Woodbury,Iowa,March,5,-3
Woodbury,Iowa,April,7,3
Woodbury,Iowa,septiembre,6,11
Woodbury,Iowa,October,5,4
Woodbury,Iowa,November,4,-3
Woodbury,Iowa,December,3,-10
Butler,Kansas,May,8,13
Butler,Kansas,June,7,18
Butler,Kansas,July,6,20
Butler,Kansas,August,6,19
Butler,Kansas,January,3,-7
Butler,Kansas,February,4,-4
Butler,Kansas,March,5,1
Butler,Kansas,April,6,7
Butler,Kansas,septiembre,5,15
Butler,Kansas,October,5,8
Butler,Kansas,November,4,1
Butler,Kansas,December,3,-5
Douglas,Kansas,May,9,14
Douglas,Kansas,June,7,19
Douglas,Kansas,July,6,21
Douglas,Kansas,August,6,20
Douglas,Kansas,January,3,-6
Douglas,Kansas,February,4,-4
Douglas,Kansas,March,6,2
Douglas,Kansas,April,7,8
Douglas,Kansas,septiembre,6,16
Douglas,Kansas,October,6,9
Douglas,Kansas,November,4,2
Douglas,Kansas,December,4,-4
Johnson,Kansas,May,9,13
Johnson,Kansas,June,8,18
Johnson,Kansas,July,6,21
Johnson,Kansas,August,6,20
Johnson,Kansas,January,2,-6
Johnson,Kansas,February,4,-4
Johnson,Kansas,March,6,2
Johnson,Kansas,April,7,7
Johnson,Kansas,septiembre,6,15
Johnson,Kansas,October,6,9
Johnson,Kansas,November,3,2
Johnson,Kansas,December,3,-4
Leavenworth,Kansas,May,9,11
Leavenworth,Kansas,June,8,18
Leavenworth,Kansas,July,6,20
Leavenworth,Kansas,August,6,19
Leavenworth,Kansas,January,3,-8
Leavenworth,Kansas,February,4,-7
Leavenworth,Kansas,March,6,0
Leavenworth,Kansas,April,7,5
Leavenworth,Kansas,septiembre,6,14
Leavenworth,Kansas,October,6,6
Leavenworth,Kansas,November,4,0
Leavenworth,Kansas,December,4,-6
Riley,Kansas,May,8,10
Riley,Kansas,June,7,16
Riley,Kansas,July,6,19
Riley,Kansas,August,6,17
Riley,Kansas,January,2,-10
Riley,Kansas,February,2,-8
Riley,Kansas,March,4,-2
Riley,Kansas,April,7,4
Riley,Kansas,septiembre,5,12
Riley,Kansas,October,5,5
Riley,Kansas,November,3,-2
Riley,Kansas,December,2,-8
Sedgwick,Kansas,May,8,13
Sedgwick,Kansas,June,7,18
Sedgwick,Kansas,July,5,21
Sedgwick,Kansas,August,5,20
Sedgwick,Kansas,January,2,-6
Sedgwick,Kansas,February,3,-4
Sedgwick,Kansas,March,5,2
Sedgwick,Kansas,April,6,7
Sedgwick,Kansas,septiembre,5,15
Sedgwick,Kansas,October,4,8
Sedgwick,Kansas,November,3,1
Sedgwick,Kansas,December,3,-4
Shawnee,Kansas,May,9,12
Shawnee,Kansas,June,8,18
Shawnee,Kansas,July,6,20
Shawnee,Kansas,August,6,19
Shawnee,Kansas,January,3,-8
Shawnee,Kansas,February,3,-5
Shawnee,Kansas,March,6,1
Shawnee,Kansas,April,7,6
Shawnee,Kansas,septiembre,6,14
Shawnee,Kansas,October,5,7
Shawnee,Kansas,November,4,0
Shawnee,Kansas,December,4,-5
Wyandotte,Kansas,May,9,11
Wyandotte,Kansas,June,8,18
Wyandotte,Kansas,July,6,20
Wyandotte,Kansas,August,6,19
Wyandotte,Kansas,January,3,-8
Wyandotte,Kansas,February,4,-7
Wyandotte,Kansas,March,6,0
Wyandotte,Kansas,April,7,5
Wyandotte,Kansas,septiembre,6,14
Wyandotte,Kansas,October,6,6
Wyandotte,Kansas,November,4,0
Wyandotte,Kansas,December,4,-6
Boone,Kentucky,May,10,12
Boone,Kentucky,June,8,17
Boone,Kentucky,July,8,19
Boone,Kentucky,August,7,18
Boone,Kentucky,January,8,-5
Boone,Kentucky,February,7,-3
Boone,Kentucky,March,10,1
Boone,Kentucky,April,9,7
Boone,Kentucky,septiembre,6,14
Boone,Kentucky,October,7,8
Boone,Kentucky,November,8,2
Boone,Kentucky,December,8,-2
Bullitt,Kentucky,May,9,12
Bullitt,Kentucky,June,8,16
Bullitt,Kentucky,July,8,19
Bullitt,Kentucky,August,7,18
Bullitt,Kentucky,January,7,-4
Bullitt,Kentucky,February,7,-3
Bullitt,Kentucky,March,9,2
Bullitt,Kentucky,April,9,7
Bullitt,Kentucky,septiembre,6,14
Bullitt,Kentucky,October,6,8
Bullitt,Kentucky,November,8,3
Bullitt,Kentucky,December,7,-2
Campbell,Kentucky,May,9,10
Campbell,Kentucky,June,7,15
Campbell,Kentucky,July,7,18
Campbell,Kentucky,August,6,17
Campbell,Kentucky,January,7,-6
Campbell,Kentucky,February,7,-5
Campbell,Kentucky,March,9,-1
Campbell,Kentucky,April,8,4
Campbell,Kentucky,septiembre,5,13
Campbell,Kentucky,October,6,6
Campbell,Kentucky,November,7,1
Campbell,Kentucky,December,8,-4
Christian,Kentucky,May,9,13
Christian,Kentucky,June,7,17
Christian,Kentucky,July,7,20
Christian,Kentucky,August,6,19
Christian,Kentucky,January,7,-4
Christian,Kentucky,February,7,-3
Christian,Kentucky,March,9,2
Christian,Kentucky,April,8,7
Christian,Kentucky,septiembre,6,15
Christian,Kentucky,October,6,8
Christian,Kentucky,November,8,3
Christian,Kentucky,December,8,-2
Daviess,Kentucky,May,8,13
Daviess,Kentucky,June,7,18
Daviess,Kentucky,July,6,20
Daviess,Kentucky,August,6,19
Daviess,Kentucky,January,6,-4
Daviess,Kentucky,February,7,-2
Daviess,Kentucky,March,9,3
Daviess,Kentucky,April,8,7
Daviess,Kentucky,septiembre,6,15
Daviess,Kentucky,October,6,8
Daviess,Kentucky,November,7,3
Daviess,Kentucky,December,7,-2
Fayette,Kentucky,May,9,12
Fayette,Kentucky,June,8,17
Fayette,Kentucky,July,8,19
Fayette,Kentucky,August,7,18
Fayette,Kentucky,January,8,-4
Fayette,Kentucky,February,8,-3
Fayette,Kentucky,March,9,2
Fayette,Kentucky,April,9,7
Fayette,Kentucky,septiembre,6,14
Fayette,Kentucky,October,6,8
Fayette,Kentucky,November,8,3
Fayette,Kentucky,December,8,-2
Hardin,Kentucky,May,10,12
Hardin,Kentucky,June,9,17
Hardin,Kentucky,July,7,19
Hardin,Kentucky,August,6,18
Hardin,Kentucky,January,9,-4
Hardin,Kentucky,February,7,-2
Hardin,Kentucky,March,9,2
Hardin,Kentucky,April,10,7
Hardin,Kentucky,septiembre,7,14
Hardin,Kentucky,October,6,7
Hardin,Kentucky,November,7,2
Hardin,Kentucky,December,9,-3
Jefferson,Kentucky,May,9,14
Jefferson,Kentucky,June,8,19
Jefferson,Kentucky,July,8,21
Jefferson,Kentucky,August,6,20
Jefferson,Kentucky,January,7,-4
Jefferson,Kentucky,February,7,-2
Jefferson,Kentucky,March,9,3
Jefferson,Kentucky,April,9,8
Jefferson,Kentucky,septiembre,6,16
Jefferson,Kentucky,October,6,9
Jefferson,Kentucky,November,7,4
Jefferson,Kentucky,December,8,-1
Kenton,Kentucky,May,10,12
Kenton,Kentucky,June,8,16
Kenton,Kentucky,July,8,19
Kenton,Kentucky,August,7,18
Kenton,Kentucky,January,8,-6
Kenton,Kentucky,February,7,-4
Kenton,Kentucky,March,10,1
Kenton,Kentucky,April,9,6
Kenton,Kentucky,septiembre,6,14
Kenton,Kentucky,October,7,7
Kenton,Kentucky,November,8,2
Kenton,Kentucky,December,8,-3
McCracken,Kentucky,May,9,14
McCracken,Kentucky,June,7,18
McCracken,Kentucky,July,6,20
McCracken,Kentucky,August,5,19
McCracken,Kentucky,January,7,-4
McCracken,Kentucky,February,6,-2
McCracken,Kentucky,March,9,3
McCracken,Kentucky,April,8,8
McCracken,Kentucky,septiembre,5,15
McCracken,Kentucky,October,6,8
McCracken,Kentucky,November,7,3
McCracken,Kentucky,December,8,-1
Madison,Kentucky,May,10,12
Madison,Kentucky,June,8,16
Madison,Kentucky,July,9,19
Madison,Kentucky,August,7,18
Madison,Kentucky,January,9,-5
Madison,Kentucky,February,8,-3
Madison,Kentucky,March,10,1
Madison,Kentucky,April,9,6
Madison,Kentucky,septiembre,6,13
Madison,Kentucky,October,7,7
Madison,Kentucky,November,8,2
Madison,Kentucky,December,9,-3
Oldham,Kentucky,May,11,11
Oldham,Kentucky,June,9,16
Oldham,Kentucky,July,8,18
Oldham,Kentucky,August,6,18
Oldham,Kentucky,January,8,-5
Oldham,Kentucky,February,7,-3
Oldham,Kentucky,March,10,1
Oldham,Kentucky,April,10,6
Oldham,Kentucky,septiembre,6,13
Oldham,Kentucky,October,6,7
Oldham,Kentucky,November,8,1
Oldham,Kentucky,December,10,-3
Warren,Kentucky,May,9,13
Warren,Kentucky,June,8,18
Warren,Kentucky,July,8,20
Warren,Kentucky,August,6,19
Warren,Kentucky,January,8,-3
Warren,Kentucky,February,8,-2
Warren,Kentucky,March,9,3
Warren,Kentucky,April,9,8
Warren,Kentucky,septiembre,6,15
Warren,Kentucky,October,6,8
Warren,Kentucky,November,8,3
Warren,Kentucky,December,9,-1
Ascension,Louisiana,May,6,18
Ascension,Louisiana,June,9,22
Ascension,Louisiana,July,11,23
Ascension,Louisiana,August,10,23
Ascension,Louisiana,January,8,5
Ascension,Louisiana,February,6,7
Ascension,Louisiana,March,6,10
Ascension,Louisiana,April,5,14
Ascension,Louisiana,septiembre,8,21
Ascension,Louisiana,October,4,15
Ascension,Louisiana,November,5,10
Ascension,Louisiana,December,7,6
Bossier,Louisiana,May,7,17
Bossier,Louisiana,June,5,22
Bossier,Louisiana,July,5,23
Bossier,Louisiana,August,5,23
Bossier,Louisiana,January,6,2
Bossier,Louisiana,February,6,4
Bossier,Louisiana,March,6,8
Bossier,Louisiana,April,5,12
Bossier,Louisiana,septiembre,4,19
Bossier,Louisiana,October,5,12
Bossier,Louisiana,November,6,7
Bossier,Louisiana,December,7,3
Caddo,Louisiana,May,6,17
Caddo,Louisiana,June,6,22
Caddo,Louisiana,July,5,23
Caddo,Louisiana,August,4,23
Caddo,Louisiana,January,6,2
Caddo,Louisiana,February,6,4
Caddo,Louisiana,March,7,8
Caddo,Louisiana,April,6,12
Caddo,Louisiana,septiembre,5,19
Caddo,Louisiana,October,5,13
Caddo,Louisiana,November,6,8
Caddo,Louisiana,December,7,3
Calcasieu,Louisiana,May,6,20
Calcasieu,Louisiana,June,8,24
Calcasieu,Louisiana,July,9,24
Calcasieu,Louisiana,August,8,24
Calcasieu,Louisiana,January,7,6
Calcasieu,Louisiana,February,6,10
Calcasieu,Louisiana,March,6,13
Calcasieu,Louisiana,April,5,16
Calcasieu,Louisiana,septiembre,7,22
Calcasieu,Louisiana,October,5,16
Calcasieu,Louisiana,November,6,11
Calcasieu,Louisiana,December,7,9
East Baton Rouge,Louisiana,May,6,18
East Baton Rouge,Louisiana,June,9,21
East Baton Rouge,Louisiana,July,10,22
East Baton Rouge,Louisiana,August,9,22
East Baton Rouge,Louisiana,January,8,4
East Baton Rouge,Louisiana,February,7,6
East Baton Rouge,Louisiana,March,7,10
East Baton Rouge,Louisiana,April,5,13
East Baton Rouge,Louisiana,septiembre,7,20
East Baton Rouge,Louisiana,October,5,14
East Baton Rouge,Louisiana,November,6,9
East Baton Rouge,Louisiana,December,7,6
Iberia,Louisiana,May,3,21
Iberia,Louisiana,June,6,24
Iberia,Louisiana,July,8,25
Iberia,Louisiana,August,8,25
Iberia,Louisiana,January,6,8
Iberia,Louisiana,February,5,10
Iberia,Louisiana,March,5,13
Iberia,Louisiana,April,4,17
Iberia,Louisiana,septiembre,8,23
Iberia,Louisiana,October,6,17
Iberia,Louisiana,November,5,13
Iberia,Louisiana,December,6,9
Jefferson,Louisiana,May,6,19
Jefferson,Louisiana,June,9,22
Jefferson,Louisiana,July,12,23
Jefferson,Louisiana,August,10,23
Jefferson,Louisiana,January,8,6
Jefferson,Louisiana,February,6,8
Jefferson,Louisiana,March,6,11
Jefferson,Louisiana,April,4,14
Jefferson,Louisiana,septiembre,9,21
Jefferson,Louisiana,October,4,15
Jefferson,Louisiana,November,5,11
Jefferson,Louisiana,December,7,7
Lafayette,Louisiana,May,6,19
Lafayette,Louisiana,June,9,22
Lafayette,Louisiana,July,11,24
Lafayette,Louisiana,August,9,23
Lafayette,Louisiana,January,7,6
Lafayette,Louisiana,February,6,8
Lafayette,Louisiana,March,6,11
Lafayette,Louisiana,April,5,15
Lafayette,Louisiana,septiembre,7,21
Lafayette,Louisiana,October,5,15
Lafayette,Louisiana,November,6,10
Lafayette,Louisiana,December,7,7
Lafourche,Louisiana,May,6,21
Lafourche,Louisiana,June,9,24
Lafourche,Louisiana,July,11,25
Lafourche,Louisiana,August,10,25
Lafourche,Louisiana,January,7,9
Lafourche,Louisiana,February,6,11
Lafourche,Louisiana,March,6,14
Lafourche,Louisiana,April,4,17
Lafourche,Louisiana,septiembre,7,23
Lafourche,Louisiana,October,4,18
Lafourche,Louisiana,November,5,13
Lafourche,Louisiana,December,6,11
Livingston,Louisiana,May,6,16
Livingston,Louisiana,June,9,20
Livingston,Louisiana,July,11,21
Livingston,Louisiana,August,9,21
Livingston,Louisiana,January,8,3
Livingston,Louisiana,February,7,4
Livingston,Louisiana,March,7,9
Livingston,Louisiana,April,5,12
Livingston,Louisiana,septiembre,7,19
Livingston,Louisiana,October,5,13
Livingston,Louisiana,November,6,8
Livingston,Louisiana,December,7,5
Orleans,Louisiana,May,4,20
Orleans,Louisiana,June,10,23
Orleans,Louisiana,July,11,24
Orleans,Louisiana,August,12,25
Orleans,Louisiana,January,7,7
Orleans,Louisiana,February,6,9
Orleans,Louisiana,March,5,12
Orleans,Louisiana,April,4,16
Orleans,Louisiana,septiembre,8,22
Orleans,Louisiana,October,5,17
Orleans,Louisiana,November,5,12
Orleans,Louisiana,December,6,8
Ouachita,Louisiana,May,7,16
Ouachita,Louisiana,June,7,20
Ouachita,Louisiana,July,6,22
Ouachita,Louisiana,August,6,21
Ouachita,Louisiana,January,8,1
Ouachita,Louisiana,February,7,2
Ouachita,Louisiana,March,7,7
Ouachita,Louisiana,April,6,11
Ouachita,Louisiana,septiembre,5,17
Ouachita,Louisiana,October,5,11
Ouachita,Louisiana,November,6,6
Ouachita,Louisiana,December,7,2
Rapides,Louisiana,May,6,20
Rapides,Louisiana,June,6,23
Rapides,Louisiana,July,9,24
Rapides,Louisiana,August,8,24
Rapides,Louisiana,January,8,5
Rapides,Louisiana,February,6,7
Rapides,Louisiana,March,7,13
Rapides,Louisiana,April,6,16
Rapides,Louisiana,septiembre,6,21
Rapides,Louisiana,October,4,15
Rapides,Louisiana,November,7,12
Rapides,Louisiana,December,8,7
St Landry,Louisiana,May,7,18
St Landry,Louisiana,June,8,21
St Landry,Louisiana,July,8,22
St Landry,Louisiana,August,8,22
St Landry,Louisiana,January,8,5
St Landry,Louisiana,February,6,7
St Landry,Louisiana,March,7,10
St Landry,Louisiana,April,5,14
St Landry,Louisiana,septiembre,7,20
St Landry,Louisiana,October,5,14
St Landry,Louisiana,November,7,9
St Landry,Louisiana,December,7,6
St Tammany,Louisiana,May,5,18
St Tammany,Louisiana,June,10,22
St Tammany,Louisiana,July,10,23
St Tammany,Louisiana,August,9,22
St Tammany,Louisiana,January,6,4
St Tammany,Louisiana,February,7,7
St Tammany,Louisiana,March,5,10
St Tammany,Louisiana,April,5,13
St Tammany,Louisiana,septiembre,7,20
St Tammany,Louisiana,October,3,14
St Tammany,Louisiana,November,5,8
St Tammany,Louisiana,December,7,6
Tangipahoa,Louisiana,May,7,17
Tangipahoa,Louisiana,June,8,20
Tangipahoa,Louisiana,July,10,22
Tangipahoa,Louisiana,August,9,21
Tangipahoa,Louisiana,January,8,3
Tangipahoa,Louisiana,February,7,5
Tangipahoa,Louisiana,March,7,9
Tangipahoa,Louisiana,April,6,12
Tangipahoa,Louisiana,septiembre,7,19
Tangipahoa,Louisiana,October,5,13
Tangipahoa,Louisiana,November,6,8
Tangipahoa,Louisiana,December,7,4
Androscoggin,Maine,May,9,7
Androscoggin,Maine,June,9,12
Androscoggin,Maine,July,8,16
Androscoggin,Maine,August,7,15
Androscoggin,Maine,January,8,-12
Androscoggin,Maine,February,6,-10
Androscoggin,Maine,March,9,-5
Androscoggin,Maine,April,8,1
Androscoggin,Maine,septiembre,6,10
Androscoggin,Maine,October,7,4
Androscoggin,Maine,November,8,-1
Androscoggin,Maine,December,9,-8
Cumberland,Maine,May,10,7
Cumberland,Maine,June,10,12
Cumberland,Maine,July,9,16
Cumberland,Maine,August,7,15
Cumberland,Maine,January,8,-10
Cumberland,Maine,February,7,-9
Cumberland,Maine,March,8,-4
Cumberland,Maine,April,8,2
Cumberland,Maine,septiembre,7,11
Cumberland,Maine,October,8,5
Cumberland,Maine,November,8,-1
Cumberland,Maine,December,9,-6
Kennebec,Maine,May,9,6
Kennebec,Maine,June,9,11
Kennebec,Maine,July,9,14
Kennebec,Maine,August,8,14
Kennebec,Maine,January,7,-13
Kennebec,Maine,February,6,-12
Kennebec,Maine,March,7,-6
Kennebec,Maine,April,8,0
Kennebec,Maine,septiembre,7,9
Kennebec,Maine,October,8,3
Kennebec,Maine,November,8,-2
Kennebec,Maine,December,8,-9
Penobscot,Maine,May,10,6
Penobscot,Maine,June,10,11
Penobscot,Maine,July,9,15
Penobscot,Maine,August,8,14
Penobscot,Maine,January,7,-16
Penobscot,Maine,February,7,-15
Penobscot,Maine,March,8,-9
Penobscot,Maine,April,9,-1
Penobscot,Maine,septiembre,7,9
Penobscot,Maine,October,9,3
Penobscot,Maine,November,9,-3
Penobscot,Maine,December,10,-10
York,Maine,May,9,6
York,Maine,June,9,12
York,Maine,July,8,15
York,Maine,August,7,13
York,Maine,January,8,-11
York,Maine,February,6,-10
York,Maine,March,8,-5
York,Maine,April,8,1
York,Maine,septiembre,7,9
York,Maine,October,7,3
York,Maine,November,8,-2
York,Maine,December,9,-7
Allegany,Maryland,May,10,8
Allegany,Maryland,June,8,13
Allegany,Maryland,July,8,15
Allegany,Maryland,August,7,14
Allegany,Maryland,January,7,-8
Allegany,Maryland,February,6,-7
Allegany,Maryland,March,8,-3
Allegany,Maryland,April,9,3
Allegany,Maryland,septiembre,7,10
Allegany,Maryland,October,6,4
Allegany,Maryland,November,6,-1
Allegany,Maryland,December,7,-5
Anne Arundel,Maryland,May,8,12
